1 10 9 1
Locus_1
Locus_2
Locus_3
Locus_4
Locus_5
Locus_6
Locus_7
Locus_8
Locus_9
Locus_10
   1  88 88 77 77 77 33 55 77 55 22 
   1  88 88 77 77 77 33 55 77 55 22 
   1  88 88 77 77 77 33 55 77 55 22 
   1  88 98 88 77 77 33 55 77 55 22 
   1  88 88 77 77 77 33 55 77 55 22 
   1  88 88 77 77 77 33 55 77 55 22 
   1  88 88 77 77 77 33 55 77 55 22 
   1  88 88 88 77 77 33 55 77 55 22 
   1  88 88 77 77 77 33 55 77 55 22 
   1  88 88 78 77 77 33 55 77 55 22 
   1  88 88 77 77 77 33 55 77 55 22 
   1  88 88 77 77 77 33 55 77 55 22 
   1  88 88 88 77 77 33 55 77 55 22 
   1  88 88 78 77 77 33 55 77 55 22 
   1  88 88 77 77 77 33 55 77 55 22 
   1  88 88 87 77 77 33 55 77 55 22 
   1  88 88 88 77 77 33 55 77 55 22 
   1  88 88 77 77 77 33 55 77 55 22 
   1  88 88 87 77 77 33 55 77 55 22 
   1  88 89 87 77 77 33 55 77 55 22 
   1  88 88 77 77 77 33 55 77 55 22 
   1  88 88 78 77 77 33 55 77 55 22 
   1  88 88 77 77 77 33 55 77 55 22 
   1  88 88 77 77 77 33 55 77 55 22 
   1  88 88 77 77 77 33 55 77 55 22 
   1  88 88 77 77 77 33 55 77 55 22 
   1  88 88 78 77 77 33 55 77 55 22 
   1  88 88 78 77 77 33 55 77 55 22 
   1  88 88 77 77 77 33 55 77 55 22 
   1  88 88 77 77 77 33 55 77 55 22 
   1  88 88 78 77 77 33 55 77 55 22 
   1  88 88 78 77 77 33 55 77 55 22 
   1  88 88 77 77 77 33 55 77 55 22 
   1  88 88 77 77 77 33 55 77 55 22 
   1  88 88 87 77 77 33 55 77 55 22 
   1  88 88 78 77 77 33 55 77 55 22 
   1  88 88 78 77 77 33 55 77 55 22 
   1  88 88 78 77 77 33 55 77 55 22 
   1  88 98 77 77 77 33 55 77 55 22 
   1  88 88 78 77 77 33 55 77 55 22 
   1  88 88 77 77 77 33 55 77 55 22 
   1  88 88 77 77 77 33 55 77 55 22 
   1  88 88 77 77 77 33 55 77 55 22 
   1  88 88 87 77 77 33 55 77 55 22 
   1  88 88 77 77 77 33 55 77 55 22 
   1  88 88 88 77 77 33 55 77 55 22 
   1  88 88 77 77 77 33 55 77 55 22 
   1  88 88 78 77 77 33 55 77 55 22 
   1  88 88 88 77 77 33 55 77 55 22 
   1  88 88 77 77 77 33 55 77 55 22 
   1  88 88 77 77 77 33 55 77 55 22 
   1  88 88 87 77 77 33 55 77 55 22 
   1  88 89 78 77 77 33 55 77 55 22 
   1  88 88 77 77 77 33 55 77 55 22 
   1  88 88 87 77 77 33 55 77 55 22 
   1  88 89 77 77 77 33 55 77 55 22 
   1  88 88 77 77 77 33 55 77 55 22 
   1  88 88 77 77 77 33 55 77 55 22 
   1  88 88 88 77 77 33 55 77 55 22 
   1  88 88 77 77 77 33 55 77 55 22 
   1  88 88 77 77 77 33 55 77 55 22 
   1  88 88 77 77 77 33 55 77 55 22 
   1  88 88 77 77 77 33 55 77 55 22 
   1  88 88 87 77 77 33 55 77 55 22 
   1  88 88 87 77 77 33 55 77 55 22 
   1  88 88 78 77 77 33 55 77 55 22 
   1  88 88 87 77 77 33 55 77 55 22 
   1  88 89 87 77 77 33 55 77 55 22 
   1  88 88 88 77 77 33 55 77 55 22 
   1  88 88 87 77 77 33 55 77 55 22 
   1  88 88 87 77 77 33 55 77 55 22 
   1  88 88 88 77 77 33 55 77 55 22 
   1  88 88 87 77 77 33 55 77 55 22 
   1  88 88 87 77 77 33 55 77 55 22 
   1  88 88 78 77 77 33 55 77 55 22 
   1  88 88 77 77 77 33 55 77 55 22 
   1  88 88 88 77 77 33 55 77 55 22 
   1  88 88 87 77 77 33 55 77 55 22 
   1  88 88 88 77 77 33 55 77 55 22 
   1  88 88 77 77 77 33 55 77 55 22 
   1  88 88 87 77 77 33 55 77 55 22 
   1  88 89 87 77 77 33 55 77 55 22 
   1  88 88 78 77 77 33 55 77 55 22 
   1  88 88 77 77 77 33 55 77 55 22 
   1  88 88 77 77 77 33 55 77 55 22 
   1  88 88 77 77 77 33 55 77 55 22 
   1  88 88 77 77 77 33 55 77 55 22 
   1  88 88 77 77 77 33 55 77 55 22 
   1  88 88 78 77 77 33 55 77 55 22 
   1  88 88 78 77 77 33 55 77 55 22 
   1  88 88 78 77 77 33 55 77 55 22 
   1  88 88 77 77 77 33 55 77 55 22 
   1  88 88 78 77 77 33 55 77 55 22 
   1  88 88 77 77 77 33 55 77 55 22 
   1  88 88 77 77 77 33 55 77 55 22 
   1  88 88 77 77 77 33 55 77 55 22 
   1  88 88 77 77 77 33 55 77 55 22 
   1  88 88 77 77 77 33 55 77 55 22 
   1  88 98 88 77 77 33 55 77 55 22 
   1  88 88 77 77 77 33 55 77 55 22 
